과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,186조,자백,"예전에 답변해주신 글을 보면 공지여부는 자백의 대상이라고 보기 어렵다 라고 하셨는데, 2013후37 판결요지를 보면 특허발명의 신규성 또는 진보성 판단과 관련하여 특허발명의 구성요소가 출원 전에 공지된 것인지는 사실인정의 문제이고, 공지사실에 관한 증명책임은 신규성 또는 진보성이 부정된다고 주장하는 당사자에게 있다. 따라서 권리자가 자백하거나 법원에 현저한 사실로서 증명을 필요로 하지 않는 경우가 아니라면, 공지사실은 증거에 의하여 증명되어야 하는 것이 원칙이다. 이라고 돼있는데 밑줄 그은 부분을 보면 공지사실은 사실인정의 문제이므로 공지사실에 관한 자백을 인정할 수 있다는 식으로 기재된 것 같은데 제가 잘못 이해한 걸까요ㅜㅜ 도해특허법을 보면 심취소에서 발명의 공지시기는 자백 가능하다고 나와있는데, 발명의 공지시기나 공지 여부 모두 자백가능하다고 생각하면 되는지 댓글 달아주신 것처럼 공지시기: 자백가능, 공지여부: 자백의 대상아님 이라고 이해해야 할까요? 감사합니다!","다시 한 번 살펴보니, 대법원 2013후37에 의해 판결에 의해 출원전 공지시기가 자백의 대상이라는 특허법원 판결(98허3804)이 변경되었다고 할 수는 없을 것 같군요. 2013후37은 공지시기가 역사적 사실관계라는 것이고, 심결취소소송에서는 (주요)사실에 대해서는 자백이 인정되는 것(2000후1542)이니까요. 도해특허법 내용 그대로 유지해도 될 것 같네요~", ,,22.11.30
특허법,조문,191조,재정과 통실허 심판에서의 피고,"안녕하세요. 질문드립니다. 191조 3호에서 재정 및 통실허 심판에 따른 대가에 대해서는 통상실시권자, 전용실시권자, 특허권자, 실용신안권자, 디자인권자 라고 규정되어있는데 재정은 실시하려는자가 특허권자 또는 전용실시권자와 협의 불가시 특허청장에게 청구하는것이기 때문에 특허권자 또는 전용실시권자가 피고가 될수있고 통실허심판은 특허권자 또는 전용실시권자 또는 통상실시권자가 특허권자 또는 실용신안권자 또는 디자인권자에게 청구하는것이기 때문에 특허권자 또는 전용실시권자 또는 통상실시권자 또는 실용신안권자 또는 디자인권자가 피고가 될수있다고 정리하면 될까요?? 재정과 통실허에서 피고가 섞여있어 정리가 안되서 질문드립니다. 감사합니다.","아니오. 그렇지 않습니다. 보상금/대가(돈)가 많은 경우 돈을 줄 자가 원고이고, 받을 자가 피고입니다. 보상금/대가(돈)가 적은 경우 돈을 받을 자가 원고이고, 줄 자가 피고입니다. 예를 들어 재정에 의한 강제실시권의 보상금/대가가 적은 경우 특허권자 또는 전용권자가 원고이고, 재정에 의한 통상실시권자가 피고입니다. 열공하세요~", ,,22.12.09
특허법,조문,186조,심결위법판단의 기준시점 관련 질문,"안녕하세요 변리사님 리담 p.1265-3.-1) 아래에서 6번째 줄부터는 저촉관계를 확인하는 적극적 권리범위확인심판의 ""기각""심결이 위법함을 전제로 한 설명인데, 만약 ""인용""심결이 적법했다면 심결취소소송은 기각되어 심판원으로 환송하지 않을텐데 그러면 이후 패소한 실시자로서의 조치는 어떻게 되나요?? 상고해도 원심의 사실인정을 전제로 하므로 후권리가 등록되지 않은 것으로 보고 판단할테니까 상고도 기각되나요? 상고까지 기각되면 패소한 실시자(후출원 권리자)는 무효심판 등으로 밖에 다툴 수 없는 건가요?? (시험과 관계없는 질문이라면 더 궁금해하지 않겠습니다!)","대법원까지 판단했는데, 인용심결이 적법하다면 그냥 그대로 확정되는 것입니다. 이 경우에 의도치 않았지만 권리 대 권리 간의 저촉관계를 인용하는 심판이 되어 버리고, 어쩔 수 없다라는 것이 다수의 의견입니다. 열공하세요~", ,,22.12.15
특허법,문제,186조,심결취소소송의 심리범위,"안녕하세요 디자인 보호법 기출문제이기는 하나 특허에서 공부한 심결취소소송의 판단범위 관련하여 질문 드립니다 등록디자인의 등록을 무효로 하는 특허심판원의 심결에 대한 심결취소소송에서 당사자가 주장하지도 않은 사유에 기초하여 등록디자인이 비교대상디자인과 유사한 디자인에 해당하여 등록무효사유가 있다고 판단하더라도 변론주의원칙에 위배되지는 않는다. 위 지문이 틀린지문인데요, 무효심판의 심취소는 무제한설을 채택하여 가능하다고 생각했습니다 관련하여 올라왔던 질문들을 살펴보니 제가 직권탐지주의와 무제한설에 대해 제대로 이해하지 못한 것 같은데 기존의 질의응답들로 명확하게 해결이 되지 않아 질문드립니다. 감사합니다","당사자가 주장한 사항(변론주의) 및 기록에 현출되어 있는 사항(직권주의)에 대해서, 무제한설에 입장(심리범위)에서 심리합니다. 메리 크리스마스~", ,,22.12.23
특허법,조문,186조,불수리와 반려 / [190] 재정의 대가,[186] 불수리와 반려의 차이가 무엇인지 [190] 객관식 p. 938 (4) 재정의 대가에 불복하는데 통상실시권자는 대가를 받을 수 없는 것아닌지? 106조 수용에서는 다른 부수권리가 소멸되니까 통상실시권도 소멸하고 통상실시권자도 보상을 받는게 맞는데 재정에 의한 강제실시권에서 통상실시권자는 실시권을 설정할 수 있는 자가 아니기 때문에 대가를 받을 수 없다 할 것인데 대가에 불복하는 소송을 제기할 수 있는 이유가 무엇인지,1. 같은 말입니다. 2. 대가가 너무 많다고 생각되는 경우 재정에 의한 통상실시권자가 불복할 수 있습니다., ,,23.01.18
특허법,조문,186조,취소소송의 이익,각 경우에 소의 이익에 대한 판단이 맞는지 궁금합니다. 1. 침해소송의 인용심결에 불복한 후 무효심결이 확정되었을 때 --> 특허가 존재하지 않으니 원칙은 소의 이익 없음. 예외적으로 후발적 무효인 경우 유효한 기간에 대해 소의 이익이 있음. 2. 적극적 권범심의 인용심결에 불복한후 확인대상발명이 등록되었을 때 --> 무효심판의 영역을 침해하지 않기 위해 각하되었어야 할 심판이 인용된 것으로 소의 이익 있음. 취소환송 후 각하심결이 내려질 것. 3. 적극적 권범심의 기각심결에 불복한 후 확인대상발명이 등록되었을 때 --> 무효심판의 영역을 침해하지 않기 위해 각하되었어야 할 심판이 기각된 것으로 소의 이익 없음.(각하 = 기각으로 본다) 소 각하할 것.,"1. 맞습니다. 2. 취소환송된다고 단정할 수 없습니다.. 심결시를 기준으로 심결의 위법성을 판단하기 때문입니다. 3. 법원에서 이겨봤자 심판원에서 각하되니, 유리한 심결을 받을 가능성이 없어서 소 각하 됩니다.", ,,23.01.27
특허법,조문,190조,대가에 관한 불복의 소 질문,"안녕하세요 변리사님! 190조에서 138조 4항에 따른 대가에 대해 불복할 때에 법원에 소송을 제기할 수 있다고 나와있는데요 186조 7항에 나와있는 ""162조 2항 제5호에 따른 대가의 심결""을 보니 5호 : 심결의 주문(138조에 따른 심판의 경우에는 통상실시권의 범위, 기간 및 대가를 포함한다) 고 나와있습니다. 190조에서는 대가에 대해 불복하기 위해 소를 제기할 수 있다고 하고, 186조 7항에서는 독립하여 소를 제기할 수 없다고 되어있는데요 왜 한쪽은 소를 제기할 수 있고, 한쪽은 안된다고 하는지 이해가 잘 안됩니다 186조 7항에서는 ""특허법원""에 소를 제기할 수 없다는 의미로, 190조에서는 ""민사법원""에 제기할 수 있다는 의미로 조항이 기재된건가요?","네, 맞습니다. 기본서의 심결취소소송 파트를 보면 다음과 같이 기술되어 있네요. 다만, 통상실시권 허락의 심결에서 정한 대가의 심결 및 심판비용의 심결 또는 결정에 대해서는 독립하여 특허법원에 의한 소를 제기할 수 없다(法 186⑦). 구체적으로 대가의 심결만 불복하고자 할 때는 특허법원이 아닌 별도의 민사법원에 소를 제기하여야 하고(法 190), 심판비용의 심결 또는 결정은 원심결과 함께 불복할 수 있고, 독립하여 특허법원에 소를 제기할 수 없다", ,,23.01.29
특허법,조문,186조,무제한설의 예외,"거절결정불복심판에서는 거절결정이유로 삼지않은 거절이유는 의견서 제출 기회를 부여해야한다 했습니다. 그리고 거절결정불복심판 심결취소소송에서 심사나 심판단계에서 의견서 제출 기회 부여한 사유는 주장 가능하다 하였는데, 그렇다면 심사에선 의견서 제출 기회 부여되었으나 거절결정이유가 아니었고 심판단계에선 다퉈지지도 않은 거절이유를 소송단계에서 주장 가능하다는 의미인가요? 언제 의견서제출기회 부여한 것이 소송에서 제한설에 위반되지 않는 거절이유가 되는지 궁금합니다. 이렇개 해석하면 무제한설이 아닌가 싶어서 질문드렸습니다.","문의한 내용이 맞습니다. 핵심은 출원인에게 실질적인 대응기회가 부여되었는지의 관점입니다. 강의노트에 구체적인 사례에 대한 그림이 있으니, 찾아보세요.", ,,23.04.19
특허법,조문,186조,무제한설의 예외 추가질문,"자꾸 반복된 질문 죄송합니다. 헷갈리는 부분이 자꾸 생기는 것 같아요ㅠ 출원단계에서 선출원, 진보성 위반 OA 후 진보성 위반 거절결정 후 거불복심판에서 선출원 위반 OA없이 진보성 위반 기각심결 후 심취소에서 특허청장이 신규성 위반 주장해 신규성 위반 기각판결이 가능한건가요?","신규성 위반에 대해서는 출원인에게 대응기회를 주지 않았기 때문에 불가능합니다. 법 제63조제1항이 강행규정인데, 강행규정에 위반된 것입니다. 열공하세요~",앗 질문을 잘못햇습니다. 신규성 위반이 아니라 선출원 위반을 특허청장이 주장한 경우 기각판결 가능할까요?,"네, 가능합니다.",23.04.21
특허법,조문,186조,심리범위,2015후 1997사건에 대해 질문드립니다! 특허청장의 주장은 현 기각심결이 타당하다는 건가요 타당하지 않다는 건가요? 직전에 선출원위반으로 기각심결했기때문에 타당하지 않고 진보성위반으로 기각심결을 유지했어야한다는 얘기인가요?? 부족한 질문이지만 늘 답변해주셔서 감사합니다!,"진보성 위반으로 기각심결, 즉 거절결정이 타당하다는 것입니다. 열공하세요~ 답글기능 더보기", ,,23.05.16
특허법,조문,186조,[186조 심리범위],안녕하십니까 변리사님 강의노트 506 case1 에 관하여 질문이 있습니다! 판례 문구에서 거절결정의 이유 외애도 심사나 심판 단계에서 의견서 제출의 기회를 부여한 사유 및 이와 주요한 취지가 부합하는 사유~ 는 정당한 주장이라고 되어 있는데 그림에서 진보성 위반으로 거절결정을 하고 취소소송 단계에서 특허청장이 진보성 위반으로 거절결정을 유지하는 기각심결이 타당하다 라고 주장한 부분이 판례 문구와 매치가 잘 안되어 질문 드립니다. 거절결정 이유 외에도 심사나 심판 단계에서 실질적으로 의견 제출 기회를 부여한 '선출원 위반' 사유는 취소소송 단계에서 주장할 수 있고 '진보성 위반'의 사유는 거절결정의 이유이므로 당연히 주장할 수 있다 라고 이해하면 될까요?,"네, 당연히 주장할 수 있습니다. 법 제63조제1항제1호에 의하여 출원인에게 의견제출기회를 준 것은 특허청장이 심결취소소송에서 주장할 수 있다고 이해하면 됩니다. 열공하세요~", ,,23.05.27
특허법,문제,186조,심결 등에 대한 소,안녕하십니까 변리사님 기출문제집 p315 16번 2번 보기 관련하여 질문 있습니다 특허발명의 보호범위를 판단할 때 특별한 사정이 있는 경우 제한해석이 가능하다고 알고 있는데 2번 보기는 확장 또는 제한 해석할 수 있다~ 의 '확장' 표현때문에 틀린 보기인 것인가요? 추가로 p309 8번 5번 보기 관련하여 해설내용과 보기가 이해 되지 않습니다 ㅜ 법원은 청구가 이유 있다고 인정될 때 판결로써 해당 심결 또는 결정을 취소하여야 한다라고 되어있는데 이 때의 결정과 5번 보기의 '그 심결에서 판단의 대상이 된 특허청의 결정' 과 어떻게 다른지 모르겠습니다,"1. 네 2. 그 심결에서 판단의 대상이 된 결정은 거절결정을 의미합니다. 검색해 보면, 동일한 질문에 대한 답이 있으니 한 번 해 보세요", ,,23.09.15
특허법,조문,187조,출원후 승계 CASE,"강의노트 p.504 [출원후 승계 CASE]에서 제소기간 30일 내에 출원인 변경 신고를 하지 아니하여 소송요건 흠결로 소 각하된다. 소송요건 판단은 변종시를 기준으로 한다고 알고 있는데, 그렇다면 변종시 기준으로는 출원인 변경신고가 이루어졌으니 당사자 적격은 만족하였으나, 제소기간동안에는 당사자 적격이 없었기 때문에 제소기간내에 소제기 하지 못한 것으로 제소기간을 만족하지 못하여 소각하 된다고 이해하면 될까요?","네, 그렇게 이해하면 됩니다.", ,,23.10.27
특허법,조문,187조,소송의 당사자 내용중 주체 질문,"특허 취소신청과 당사자계 심판에서의 결정/심결의 주체는 다 이해가 가지만 결정계 심판에서 적법성 심리와 본안심리의 기각심결의 주체가 심판장이라는 내용이 이해가 가지 않습니다 ㅠㅠ 방식심리는 모두 심판장이 진행하기에 서각하에 있어서는 심판장이 통지를 하지만 적법성 심리는 심판관합의체에 의해 이루어지게 되지 않나요?? 176조를 보면 거불심 인용심결은 심판관이 하도록 나와있어서 알겟는데, 기각심결의 경우와 적법성심리의 각하심결이 심판장이 가능하다는 내용은 어디에서 볼 수 있을까요..?",결정계 심판에서 심결의 주체는 심판관합의체입니다. 열공하세요~, ,,23.10.28
특허법,조문,186조,심결취소소송,상고심으로 넘어갔으면 특허법원 1심 사실심 종결시가 지난 후가 되는 것인가요?,"네, 변론종결후 판결을 합니다.", ,,23.10.29
특허법,조문,186조,처분의 위법성과 소의 이익 판단 시점,"안녕하세요^^ 기본서 p. 1266에 2) 마지막에 ""그러나 위법 판단의 기준 시점과 소의 이익 문제는 서로 구분되어야 하는 것으로서, 심결 이후라도 소의 이익이 없어진 경우에는 소각하판결하여야 한다""라는 뜻이 본안심리에 영향을 주는 사실 또는 법령은 심결 시를 기준으로 하기에 그 후 발생한 사실이 소송에서는 차단되고, 소의 이익 등의 소송요건을 판단할 때에는, 즉 적법성 심리에 대해서는 판결시를 기준으로 한다는 뜻이 맞나요??",소송요건(소의 이익 포함)- 변종시 기준으로 판단 본안심리(심결의 위법성)- 심결 당시의 법령과 사실상태를 기준으로 판단 이렇게 이해하면 됩니다. 열공하세요~, ,,23.11.03
특허법,조문,186조,법률요건분류설,"안녕하세요 변리사님 질문 하나 드립니다. 무권리자의 특허에 대한 무효심판이 청구되고 그에대한 인용심결의 취소소송에서의 주장 증명 책임에서 무권리자라는 사실(특허장애요건)은 그 인용심결의 처분발생요건이므로 심판청구인(피고)이 33조의 특허받을 수 있는자에 해당하지 않음을 주장증명해야한다. 1) 다만, 무권리자라는 사실을 증명하여 심판에서 인용심결이 내려졌는데, 그에대한 심결취소소송에서 또 무권리자라는 사실을 증명해야하는게 약간 이해가 되지 않습니다. (물론, 실질적 동일성이 있음 증명, 무권리자가 정당한 권원이 있음에 대해 증명 시 증명책임이 현실화됨) 심결의 위법성에 대해서 판단하는 것이므로 단지, 그 심판 실체상의 위법과 절차상의 위법 또는 판단누락이 있는지 다시 판단하는 것이므로 여전히 주장증명책임이 유지된다고 생각하면 될까요? 항상 정확한 답변 감사드립니다!",네. 심판에서 주장/증명했던 서류를 그대로 제출하면 됩니다. 열공하세요~ 답글기능 더보기, ,,23.11.16
특허법,조문,187조,피고적격,"안녕하십니까. 다름이 아니라 187조 단서에서 당사자계 심판 또는 그 재심의 심결에 대한 소를 제기하는 겅우에는 그 청구인 또는 피청구인을 피고로 해야한다고 나와있는데, 여기서 말하는 그 재심의 심결은 당사자계 심판의 재심을 말하는 건가요? 만약 맞다면 결정계 심판 재심의 심결에 대한 소는 187조 본문에 따라 특허청장이 피고가 되는걸까요?","네, 그렇습니다. 열공하세요~", ,,24.01.18
특허법,조문,189조,소의 이익과 심판의 이익과의 관계,"안녕하세요 변리사님, 도해16판 316p에 소멸된 특허권 등의 권리에 대한 권리범위확인심판에 있어서 심판단계에서 그 권리가 소멸된 경우 심판청구를 각하하지 않은 심결은 위법하므로 취소되어야하고 라고 되어있는데, 소멸된 특허권 등의 권리에 대한 권리범위확인심판에 있어서 심판단계에서 그 권리가 소멸된 경우 이미 소멸한 권리에 대한 권범심 심결 취소소송의 소의 이익이 없어 소각하되어야하는 거 아닌가요? 감사합니다!","심판단계에서 소멸된 경우 심판의 이익이 없어서 각하되어야 하는데 인용되었다면, 심판피청구인 입장에서는 각하를 취소할 이익이 있어야 하지 않을까요? 열공하세요~", ,,24.01.26
특허법,조문,186조,무효심결 취소소송에서의 증명책임,"안녕하세요 변리사님! 심판과 소송에서의 증명책임에 대해 궁금한 것이 있어 질문드립니다. 거절결정불복심판과 그 취소소송에서는 특허발생요건과 특허장애요건으로 분류하여 증명책임을 분배하는 것으로 이해했습니다. 한편, 최신판례에 따르면 무효심판과 그 취소소송에서 무권리자임을 이유로 하는 33조1항본문 위반의 무효사유를 심판청구인이 증명해야하는 것으로 알고 있습니다. 다만, 33조1항본문은 특허발생요건임에도 불구하고 '인용심결'의 처분을 구하는 자가 증명해야한다는 취지로 판례를 이해했는데요, 그렇다면 무효심판과 그 취소소송에서는 특허발생요건과 특허장애요건에 구애받지않고 언제나 무효심판의 인용심결을 구하는 심판청구인이 무효사유를 증명해야하는 것으로 확장할 수 있는건가요? 혹은 33조1항본문 위반 무효심판의 청구인 적격은 진정한 권리자만 가능하기때문에 특허발생요건임에도 불구하고 사적이유에서 비롯한 무효사유인 관계로 심판청구인이 증명해야하는 특수한 케이스로 봐야하고, 나머지는 거절결정불복심판과 같이 일반론에 따라 증명책임을 분류해야하는건가요?","제33조제1항본문 위반은 특허장애요건이라는 것이 판결의 요지입니다. 다만, 무권리자에 해당하여 특허무효가 되기 위해서는 모인대상발명과 실제로 출원되어 특허를 받을 발명 사이에 ⅰ) 실질적인 동일성이 인정되어야 하고, ⅱ) 정당한 권한없이 무단으로 출원된 것이어야 하는데, 특허를 받을 수 있는 권리를 가지고 있지 아니하여 정당한 권원이 없다는 것에 대한 증명책임은 무효심판청구인이 모인대상발명과 특허발명 사이에 실질적 동일성이 있음이 증명된 후, 특허권자가 정당한 권원이 있음에 대하여 구체적이고 합리적인 주장을 한 경우에 현실화된다고 보는 것이 타당하다고 생각됩니다. 기본서를 한 번 정독해 보세요~ 답글기능 더보기", ,,24.02.15
특허법,문제,186조,심결취소소송에서 보정의 부적법 이유,안녕하십니까 늘 양질의 강의 감사드립니다 위 문제의 2번 선지에서 보정의 부적법을 주장할 때 다른 이유를 들 수 있는 이유가 소송절차에서 보정의 적법 여부를 다툴 수 있기 때문이라고 되어 있습니다 그런데 보정의 적법여부에 대해서는 원래 심사 심판단계에서 의견서 제출기회가 없고 그렇기에 다른 이유를 들어 보정의 부적법을 주장하여도 출원인의 이익을 침해하지 않는다는 것이 보정의 부적법을 주장할 때 다른 이유를 들 수 있는 이유라고 배웠습니다 그러면 1. 제가 말한 이유와 위 문제의 선지의 이유 둘다 맞는건가요? 2. 그렇다면 원래 의견서 제출 기회가 있는 거절결정의 이유 같은 경우도 새로운 이유를 주장했을때 소송절차에서 보정의 적법여부를 다툴 수 있으므로 의견서 제출의 기회가 주어진것과 마찬가지인데 왜 새로운 이유를 주장할 수 없는건가요?,"1. 네. 그렇습니다. 예를 들어, 심사나 심판단계에서 제47조제2항 위반으로 보정각하했는데 제47조제3항 위반으로 보정각하가 타당하다고 소송에서 주장할 수 있다는 것입니다. 2. 질문의 요지를 모르겠네요. ""새로운 이유를 주장했을 때 보정의 적법여부를 다툴 수 있으므로 의견서 제출의 기회가 주어진것과 마찬가지인데""...무슨 의미일까요?",1번 질문이 맞다면 소송절차에서도 출원인이 특허청의 주장에 관하여 의견제출의 기회가 있으므로 거절이유에 관하여도 특허청이 소송에서 심판에서의 거절이유와 다른 거절이유를 주장해도 출원인이 의견을 제출할 수 있으므로 특허청이 소송절차에서도 거절결정의 이유가 아닌 거절이유를 주장할 수 있다고 생각이 들어서 왜 보정각하만 특허청이 새로운 보정의 부적법 이유를 주장할 수 있고 거절결정의 이유는 못하는지 이해가 안됩니다 !2번 선지의 ‘출원인으로서 이에 대응하여 소송절차에서 보정의 적법 여부에 관하여 다툴 수 있으므로’라는 말을 ‘출원인의 의견 제출의 기회가 있으므로’라고 이해해서 위 댓글의 의문이 들은 것 입니다…!,"1번과 관련하여 기본서 > 소송 > 심리범위에서 다음과 같이 기술되어 있네요. ""특허청이 출원인의 명세서 등에 대한 보정을 각하할 때는 특허거절결정의 경우와 달리 그 결정 이전에 출원인에게 그 이유를 통지하여 의견제출 및 보정의 기회를 주도록 하는 특허법 규정이 없고, 심결취소소송 단계에 이르러 특허청이 보정각하결정이나 심판절차에서 다루지 아니한 다른 사유를 내세워 보정이 부적법함을 주장하더라도 출원인으로서는 이에 대응하여 소송절차에서 그 심리의 방식에 따라 충분히 그 다른 사유와 관련하여 보정의 적법 여부에 대하여 다툴 수 있으므로 출원인의 방어권 또는 절차적 이익이 침해된다고 할 수 없어, 특허청은 특허거절결정에 대한 심결취소소송 단계에서 보정각하결정에 부치거나 심판절차에서 다루지 아니한 다른 이유를 들어 보정의 부적법을 주장할 수 있다."" 2번과 관련하여, 잘못 이해하고 해석하고 있네요. 소송단계에서는 의견제출기회라는 절차가 없습니다. 다툰다는 것은 변론에서 다툰다는 의미입니다.",24.09.04
특허법,조문,186조,심결취소소송 기출문제,"안녕하세요 변리사님 강사님 강의시간에 취소결정과 결정계심판의 심결취소소송은 제한설이라고 배웠습니다. 사진 속 3번에서 ”심결에서 판단되지 않은 사항~“ 이 부분땜에 자꾸 무제한설을 떠올려 틀린 지문이라고 생각이 되는데, 왜 옳은 선지인가요?","제한설의 취지가 새로운 거절이유의 주장으로 인해 출원인의 의견서, 보정서 제출기회를 박탈하는 것입니다. 그런데, 사안과 같이 새로운 거절이유가 아니라면 출원인의 의견서, 보정서 제출기회를 박탈하지 않습니다. 기본서에 보면, 제한설과 관련된 다양한 사례들이 있으니 꼭 익혀 두세요~", ,,24.10.26
특허법,조문,186조,심결등에 대한 소,186조 본문의 ‘취소심판청구서’는 132조의6의 2항에 의해서 빠져있어야 하는것 아닌가요~?,제132조의5제2항에서 <취소신청서>와 제132조의6제2항에서 <취소신청>을 구분 못하고 있네요. 제132조의6제2항은 <취소신청서>가 아니라 <취소신청>입니다. 열공하세요~, ,,25.02.04
특허법,조문,186조,소송단계에서의 재판상 자백 관련,"안녕하세요 소송단계에서와 달리 심판단계에서의 자백은 불허되는것이 맞는지 확인부탁드립니다 심판단계에서 당사자가 제출한 답변서에 기재된 내용으로 자백이 성립된다면서 이는 당사자주의에 의한다고 하는 자료를 보았는데, 제가 알던바와 다르고 리담 특허법 책을 봐도 아니라고 필기가 되어있어서 확인부탁드리겠습니다 감사합니다","네, 직권탐지주의가 적용되므로 자백은 인정되지 않습니다.", ,,25.02.21
특허법,조문,186조,위법판단의 기준시점,"안녕하세요 심취소에서 심결의 위법여부는 심결시 기준이고, 심결 이후에 비로소 발생한 사실은 판단근거가 되지 않는다고 나와있습니다 1. 적극적권리범위확인심판에 대한 심취소 계속중에 A라는 사실이 발생하면(예를 들어 확인대상발명의 등록) 심결시 이후 발생한 사실이니까 심취소에서의 고려대상이 아닌건가요? 2. 심취소에서 심결 위법으로 심결을 취소하고 환송되어 심판원에서 다시 심리할때, 심결시 이후 발생한 A라는 사실을 고려하나요?",1. 네 2. 네 심판절차를 다시 시작하기 때문입니다. 사안에서는 권리 대 권리 간의 저촉관계를 확인하는 적극적 권리범위확인심판이니 각하되겠네요. 열공하세요~,네 답변 감사합니다! 그럼 취소환송되어 다시 심리하는게 reset된다는 개념으로 보면 되는거죠?,"네, 다시 본안심리를 진행한다고 생각하면 됩니다. 다만, 제189조제3항에 의하여 판결에서 취소의 기본이 된 이유는 그 사건에 대하여 특허심판원을 기속합니다.",25.03.07
특허법,문제,186조,심결 등에 대한 소,"안녕하세요 이 문제의 1번 선지에서 신규성 진보성 위반은 특허장애요건이기때문에 출원인이 아닌 특허청장에게 증명책임이 있어 틀렸다는 것은 이해했습니다 그런데 1번선지에서 “거절결정불복심판에서“라고 나온부분도 틀린것이 맞나요? 증명책임은 소송에서만 존재하고, 심판단계에서는 거절이유통지와 그에 대한 의견서 제출 절차 등이 있어 증명책임은 문제되지 않는것이 맞는지 궁금합니다 감사합니다","1. 심사단계, 심판단계, 소송단계 상관없이 신규성, 진보성은 장애요건으로 그를 부정하는 자가 증명하는 것입니다. 2. 문제의 전제조건이 특허법원의 심리이고, 그렇다면 1번은 거절결정불복심판의 심결취소소송단계를 말하는 것입니다. 거절결정불복심판은 심판단계에서 계속중일 수도 있고, 소송단계에서 계속중일 수도 있는데 후자를 지칭하는 것입니다. 열공하세요~", ,,25.05.13
특허법,조문,186조,"소의 이익이 없을 시, 취소환송(파기환송)과 소각하(파기소각하)","특허소송 강의(~92강) 수강 후 복습 중 질문 드립니다. 대법원에서 심결취소소송 계속 중 특허무효심결확정 등으로 소의 이익이 없어진다면, --> 파기 환송 후 특허법원에서 소각하. 또는 바로 대법원에서 파기소각하. 로 정리했는데요. 강의노트 511p의 왼쪽 아래 도표를 보면 대법원에서 '인용'판결; 그리고 파기환송 이라고 나와있습니다. 지금까지 '인용'/기각은 본안심리에 들어가고 난 후의 판단을 이르는 것으로 공부했는데, 소의이익이 없어져서 소송 요건을 만족하지 않아 본안심리에 들어가지도 못했을 때 인용심결 후 절차인 '파기환송(파기소각하) 한다.'라는 것은 모순처럼 느껴집니다..! 정리하면, 파기환송은 대법원의 본안심리 이후 절차(순서상 인용심리 이후이므로..)를 말하는데 소의 이익이 없어졌으면 대법원에서도 바로 소각하를 해야하는 거 아닌가요? 감사합니다.","소의 이익이란 특허법원에서 원고가 특허법원에서 다툴 이익을 말하는 것입니다. 소의 이익이 없는데 특허법원에서 본안(인용, 기각)판결을 하였다면, 대법원에서는 본안판결이 위법하니 파기하고 환송하거나 아니면 파기하고 소각하하는 것이 맞습니다. 열공하세요~", ,,25.05.29
특허법,조문,186조,권리범위확인심판과 침해소송의 관계; 권리관계 확정,"리담특허법 기본교재 1083p 하단: '권리범위확인심판은 단순히 특허발명 자체 발명의 범위라고 하는 사실관계를 확정하는 것이 아니라, 구체적으로 문제된 실시 형태에 대하여 특허권의 효력이 미치는지를 확인하는 권리관계의 확정을 목적으로 한다.' 1180p 하단: <침해소송이 제기된 후에 소극적 권리범위확인심판을 청구한 경우 심판에 대한 확인의 이익이 있는지>와 관련하여.. '권리범위확인심판은 특허권 침해에 관한 민사소송과 같이 침해금지청구권이나 손해배상청구권의 존부와 같은 분쟁 당사자 사이의 권리관계를 최종적으로 확정하는 절차가 아니고 ~' 질문: 여기서, 1083 하단에서의 '권리관계'는 <특허발명의 권리범위가 확인대상발명을 포함하는지 여부>와 같은 관계를 말하는 것이고 1180 하단의 '권리관계'는 원고의 침해금지청구권이나 손해배상청구권, 즉 <권리가 인정되는지 여부>에 대한 걸 말하는 건가요? 1083에서는 권범심이 권리관계 확정을 목적으로 한다 하고, 1180에서는 권리관계 확정을 목적으로 하는 것이 아니라 해서 조금 헷갈리는데, 권리관계의 의미가 각각 다른 것이 맞는지 말씀해주시면 감사하겠습니다~","같은 의미인데, 1180p는 권리범위확인심판이 법원에 기속력이 없다는 것을 말하고 있는 것입니다.", ,,25.09.21
